Company,items,industry,description
퍼시스,"사무용 가구,의자,책상,캐비넷 제조",가구 제조업,"기업개요
동사는 노동집약적이며 중소기업적 업종으로 분류되는 가구산업에 참여하여 고품격 개념의 제품특화에 노력.
생산 자동화 등을 바탕으로 한 품질차별화와 대리점 유통, 물류서비스 등 대고객 서비스를 통해 국내 최고의 지명도로 가구산업 전반을 주도함.
동사의 국내영업은 전국에 걸쳐 있는 240여개의 전문 유통 대리점을 보유하고 세계 55여개국에 FURSYS라는 단일한 자체 브랜드로 수출하고 있음.
출처 : 에프앤가이드"
한국공항,"항공기 지상조업,항공화물 상하역,장비대여,항공용역사업,항공기급유,항공화물 취급,보관,부정기헬기운송,여행알선,광업,먹는샘물 제조,농축산업",기타 운송관련 서비스업,"기업개요
1968년에 설립되어 1976년에 유가증권시장에 상장한 항공기 지상조업, 장비대여 및 항공화물 하역 등 용역 사업 및 먹는 샘물 제조 및 판매업을 영위하고 있음.
주목적사업인 항공운수보조 사업은 국내 공항에서 항공기 지상조업, 항공기 급유조업, 항공화물조업 등을 수행하고 있음.
동사의 종속회사인 에어코리아는 항공여객 탑승수속 (Check-In), 출입국 지원, 운항관리(Flight Operation) 등의 업무를 수행하고 있음.
출처 : 에프앤가이드"
한국항공우주,"정부방산 및 완제기 수출(T-50계열, KUH계열, KT-1계열 등), 기체부품","항공기,우주선 및 부품 제조업","기업개요
동사와 종속회사는 항공기, 우주선, 위성체, 발사체 및 동 부품에 대한 설계, 제조, 판매, 정비 등의 사업을 영위함.
군수사업의 대부분은 내수로 구성되며 수요자인 한국정부(방위사업청)와 계약을 통해 제품(군용기)의 연구개발, 생산, 성능개량, 후속지원 등을 수행함.
항공산업은 군용기, 민항기, 헬기 등 항공기를 개발하고 개발된 항공기를 양산하는 항공기 제조산업과 운영되는 항공기의 정비 및 개조를 담당하는 MRO산업으로 구분됨.
출처 : 에프앤가이드"
한일현대시멘트,"시멘트,시멘트반제품 제조,판매/콘도미니엄,스키장,종합레저관광산업,체육진흥사업,사업서비스","시멘트, 석회, 플라스터 및 그 제품 제조업","기업개요
동사는 시멘트 제조 및 판매를 주요 목적으로 하고 있음.
연간 750만톤 규모의 시멘트 생산능력을 갖춘 건설 기초소재 생산 업체로, 생산된 고품질의 시멘트는 8개 유통기지로 구성된 합리적 유통망을 통해 소비자 및 각 공사현장에 공급되고 있음.
국내 건설사 등을 주요 거래처로 하고 매출비중(2023년 1분기)은 시멘트 95.03%, 기타 4.97%로 이루어져 있음.
출처 : 에프앤가이드"
한진,"포장화물,택배산업,항만하역,고속버스사업,운수보관",도로 화물 운송업,"기업개요
물류 사업, B2B/B2C 택배사업, 국제특송 및 해외주선업 등을 주요 사업으로 영위하고 있음.
해외 15개 국가에 네트워크를 구축하고 포워딩, 국제특송, Project/Commercial Cargo의 국제운송 서비스를 통해 Global Smart Logistics Solution을 제공함.
매출구성은 택배사업 48.67%, 물류사업 41.12%, 글로벌사업 12.42%등으로 이루어져 있음.
출처 : 에프앤가이드"
한화시스템,"정밀기기(육해공군관련전자제어시스템,열영상감시장비,탐지추적장치,전투지휘체계시스템) 제조",전자부품 제조업,"기업개요
동사는 군사장비의 제조 및 판매하는 방산부문과 IT 아웃소싱 등 서비스 판매하는 ICT부문 사업을 영위하고 있음.
핵심사업인 군위성통신체계-Ⅱ 및 전술정보통신체계(TICN), 대대급전투지휘체계(B2CS), 개인전투체계, 한국형전투기(KF-X) 사업에 참여.
대내외 기업 고객에게 24시간, 365일 무중단 IT운영을 지원하며, 서버 자원 사이징에서부터 H/W 및 S/W 설치, 유지보수, 업그레이드, 패치, 백업, 복구를 지원
출처 : 에프앤가이드"
한화오션,선박 제조,선박 및 보트 건조업,"기업개요
종합 조선/해양 전문회사로서 사업부문은 선박, 해양사업, 건설사업, 기타사업(에너지, 식품사업, 풍력사업, 서비스사업, 해상화물운송사업 등)으로 구성되어 있음.
주요 종속회사로 대우조선해양(산동)유한공사, 디에스엠이정보시스템(주), DSME Kazakhstan LLP, DK Maritime S.A. 등이 있음.
도크별 생산 전문화, 자회사별 생산 전문화, 사외 권역별 생산운영전략 및 안벽 운영방안 수립 등 최적 생산체계를 구축함.
출처 : 에프앤가이드"
현대리바트,"일반목재가구(책상,침실가구),주방가구,목창호,사무용가구,선실가구 제조",가구 제조업,"기업개요
동사는 1999년 설립된 종합가구회사임. 2017년 현대에이치앤에스를 흡수합병하면서 B2B 산업재 도매 및 중개업을 함께 영위하고 있음.
동사의 사업부문은 가구 부문, B2B 부문, 해외 자회사로 구성되어 있음. 가구부문은 B2C가구, 사무용가구, 빌트인가구, 자재유통으로 구성되어 있음.
2023년 1분기 기준 B2B부문에서 44.2%, B2C가구에서 22.1%, 빌트인 가구에서 17.5%의 매출이 발생함.
출처 : 에프앤가이드"
현대지에프홀딩스,"백화점,여행알선,숙박,음식점/부동산 임대",기타 금융업,"기업개요
동사 및 그 종속회사는 법인영업, 여행, 중장비, 가구제조, 컴퓨터 프로그래밍. 시스템 통합 및 관리사업부문 등으로 구성되어 있음.
2023년 1분기 기준 전체 매출에서 차지하는 비중은 가구사업이 46.61%로 가장 높으며 법인사업 부문이 27.67%로 뒤를 이음.
대리점, 직매장, 백화점 매장, 플래그쉽 스토어 등 오프라인 판매 방식과 온라인 유통몰 입점을 통해 가구사업을 영위하고 있음.
출처 : 에프앤가이드"
혜인,"건설기계,산업용 기계장비(진공흡인차,세정차),스테거크레인,비상용발전기,해상용엔진 도소매/창고",기계장비 및 관련 물품 도매업,"기업개요
1960년 혜인상사로 설립되었으며, 취급품목은 건설기계, 육상용 발전기, 선박용 엔진/발전기, 물류장비 및 관련한 부품공급과 정비임. 주요 수요처는 건설회사, 건설기계임대사업자, 선박건조업체 등임.
세계적인 건설기계업체인 Caterpillar 및 Metso, Jungheinrich, Vermeer의 국내 독점 딜러임.
2018년 미래에너지개발을 청산했으며, 2019년 경쟁력 강화를 위해 전기업을 영위하는 혜인산업을 흡수합병함.
출처 : 에프앤가이드"
3S,반도체 웨이퍼 캐리어,전자부품 제조업,"기업개요
동사는 1991년 1월 28일에 설립되었으며, 2002년 4월 23일 코스닥시장에 주식을 상장함.
동사는 반도체 웨이퍼캐리어 사업과 환경장치 사업을 주요 사업으로 영위하고 있으며, 동사의 종속회사인 상해삼에스공조기술유한공사는 환경시험장치 사업을 수행하고 있음.
동사가 영위하고 있는 반도체 웨이퍼캐리어 사업은 반도체 주재료인 실리콘 웨이퍼를 운송할때 사용되는 웨이퍼 이송박스를 생산하는 사업이며 모든 전자 기기의 핵심 부품임.
출처 : 에프앤가이드"
KCC건설,"토목 건축공사, 분양공사",건물 건설업,"기업개요
동사는 1989년 금강에서 건설부문을 분리하여 금강종합건설로 설립됐고 현재 토목공사, 건축공사, 분양공사 등의 사업을 영위하고 있음.
동사는 플랜트 공정을 조직단위 기준과 수익획득과정의 유사성을 감안하여 건축공사에 포함하고 있음. 분양사업은 사업의 계획, 시공, 분양을 일괄하는 사업부문으로 나뉨.
동사는 아파트 브랜드로 스위첸과 오피스텔, 주상복합 브랜드인 웰츠타워 등을 보유하고 있음.
출처 : 에프앤가이드"
TPC,"구동기기(실린더), 방향제어기(밸브)",일반 목적용 기계 제조업,"기업개요
동사는 1979년 1월 22일에 단해공압공업 주식회사 로 설립. 1999년 12월 상호를 주식회사 TPC메카트로닉스로 변경함.
공장 자동화부품을 생산하는 공압사업부, 전동 모터 및 리니어모터를 활용한 릭교로봇을 생산하는 모션사업부를 운영 중임.
신규사업으로서 3D프린터 전략팀과 협동로봇 전략팀을 운영. 로봇솔루션파트는 미국 Rethink Robotics사와 대만 Quanta Storage사의 제품을 국내 시장에 판매함.
출처 : 에프앤가이드"
꿈비,"놀이방매트, 유아거실가구 등",가구 제조업,"기업개요
동사는 2014년 10월 유아용품 제조 및 도소매 등을 목적으로 설립되었고, 2023년 2월 코스닥시장에 상장함.
GGUMBI, LICOCO, Organic ground 등 브랜드를 런칭하여 놀이방 매트, 유아용 침구류 및 원목 가구, 스킨케어, 세제, 반려동물 용품 등 사업 다각화를 진행 중.
정부지원사업 과제를 통한 연구개발 및 토탈 육아용품 시장을 목표로 연구개발에 주력하고 있음. 2022년 5월 액면분할을 진행한 바 있음.
출처 : 에프앤가이드"
나이스디앤비,기업신용조사 보고서,기타 사업지원 서비스업,"기업개요
동사는 한국신용정보와 미국 Dun&Bradstreet International, 일본의 Tokyo Shoko Research의 제휴로 2002년 설립됨.
주요 사업으로 글로벌기업정보서비스, 신용인증서비스 등을 영위하고 있으며 전자입찰 솔루션 '나이스다큐', 노무비 지급확인 서비스 '노무비닷컴' 등을 런칭함.
매출구성은 신용인증 서비스 59.0%, 글로벌 기업정보 서비스 30.9%, 거래처관리 서비스 외 10.1%로 이루어짐.
출처 : 에프앤가이드"
나이스정보통신,카드 VAN사업,전기 통신업,"기업개요
동사는 1988년 5월 12일에 설립되었으며, 2000년 4월 3일 코스닥에 상장했으며 2016년 7월 15일, PG사업부문을 물적분할하여 NICE페이먼츠를 신규설립하여 자회사로 두게 됨.
동사는 신용카드를 비롯한 지불결제수단의 거래승인 대행서비스 사업 및 이를 위한 단말기의 판매와 임대 사업을 주요 사업으로 하고 있음.
주요종속회사인 NICE페이먼츠는 전자지급결제대행(PG)서비스사업을 주요 사업으로 하고 있음.
출처 : 에프앤가이드"
동신건설,토목,토목 건설업,"기업개요
동사는 1958년 10월 8일 설립된 건설회사로 토목, 건축, 주택건설, 문화재공사 등을 주력사업으로 하는 경북 지역의 종합건설업체임.
주요사업으로 공공시설, 관공서, 상업용 건물, 아파트, 관람집회 시설, BTL사업 등의 건축사업, 일반토목, 도로, 교량, 지하철, 상하수도, 농업, 스포츠 레저단지 등의 토목사업을 수행하고 있음.
주택건설, 조경공사, 전기공사, 소방공사, 수질오염방지시설, 문화재수리 등을 수행하고 있음.
출처 : 에프앤가이드"
범한퓨얼셀,"잠수함용 연료전지모듈, 건물용 연료전지 시스템, 수소충전소 구축","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","기업개요
동사는 2019년 12월 31일에 범한산업의 수소연료전지 사업부를 물적분할하여 설립된 수소연료전지 기술 개발 및 제품 생산 전문기업임.
잠수함용 연료전지 사업을 시작으로 건물용 연료전지, 수소충전소 구축 사업 등으로 사업을 확장하였음.
잠수함용 연료전지 모듈은 독일에 이어 세계 두 번째로 연료전지 잠수함 상업화에 성공하였으며, 2018년부터 대한민국 해군의 장보고-Ⅲ사업의 3,000톤급 차세대 잠수함에 납품하고 있음.
출처 : 에프앤가이드"
보광산업,"콘크리트용 부순골재, 아스콘, 레미콘",기타 비금속 광물제품 제조업,"기업개요
동사는 대한민국 최고의 골재 생산 전문업체를 모토로 건설의 근간이 되는 콘크리트용 부순 골재, 혼합골재, 재활용 아스콘, 일반 아스콘, 레미콘을 생산 판매 중임.
동사의 주요 제품들은 건설공사 토목공사의 기초 원재료들로 매출액 대비 저장비용 및 운반비가 상대적으로 높은 편임.
동사의 주요 제품군은 거시경제지표의 변화보다는 지역적으로 크게 차별화됨에 따라사업지가 속한 특정지역의 경제상황 건설경기에 더 영향을 많이 받음.
출처 : 에프앤가이드"
선광,"항만하역, 해사(바다모래)",기타 운송관련 서비스업,"기업개요
하역사업과 임대사업을 영위하며, 하역사업은 품목에 따라 싸이로 하역, 컨테이너 하역, 일반 하역, 기타 등으로 구분됨.
하역사업 중 싸이로 하역은 관련 시설과 5만톤 선박 접안 가능한 양곡 터미널을 통해 운영. 컨테이너 하역은 동사의 종속회사가 인천 송도 신항에서 서비스함.
일반 하역은 평택항 동부두, 서부두 및 인천 북항 등지에서 자동차, 스라그, 원목 등 일반 수출입 화물 하역 서비스를 제공함.
출처 : 에프앤가이드"
에너토크,전동액츄에이터,일반 목적용 기계 제조업,"기업개요
동사는 전량 수입에 의존하던 밸브 및 댐퍼 등의 자동개폐장치인 전동 ACTUATOR와 감속기를 개발하여 국내 및 해외에 판매할 목적으로 1987년 5월 16일에 설립됨.
발전플랜트, 상하수도 시설, 조선소 및 제철소 등에서 물, 오일 및 스팀과 가스 등 밸브를 구동시키는 장비와 감속기의 제조 및 판매사업을 영위하고 있음.
엑츄에이터는 국가 기반산업이 주 수요처인 바 일반 경기 변동과는 무관하게 지속적인 수요가 발생함.
출처 : 에프앤가이드"
에스앤더블류,"디젤엔진부품, 산업부품, 단조품",일반 목적용 기계 제조업,"기업개요
동사의 주요사업 부문은 선박(디젤)엔진부품 사업부분과 산업부품 사업부분, 단조품사업부분으로 나뉘어짐.
선박엔진부품 사업부분은 엔진볼트,밸브,시트링 캠 및 캠축을 제조,판매하며, 산업부품 사업부분은 대형건설 및 플랜트에 사용되는 볼트류를 제조, 판매하고 있음.
단조품 사업부분은 선박부품 및 중장비,자동차 부품 등에 사용되는 단조품을 제조, 판매하고 있음. 동사의 주요 매출처로는 현대중공업, 삼성중공업 등이 있음.
출처 : 에프앤가이드"
와토스코리아,위생도기용부속(양변기용),플라스틱제품 제조업,"기업개요
동사는 1973년 설립된 양변기용 일반 및 절수부속, 절수세척밸브, 멀티플랜지, 위생도기 쇠붙이 및 층상배관시스템 등의 제조기업임.
동사의 주요 사업은 양변기용 부속품 제조사업으로, 그 외 세면기 폽옵, 양변기 시트, 사워기 헤드 등의 욕실제품 생산으로 영역을 넓혀가고 있음.
자체 개발 제품 및 ODM제품을 생산하여 거래처에 납품하고 있으며, 주요 거래처는 위생도기 업체이고 이외 대리점등을 통하여 소비자에게 판매되고 있음.
출처 : 에프앤가이드"
이화공영,도급공사,건물 건설업,"기업개요
동사는 토목, 건축사업을 주 영업 목적으로 1956년 설립된 기업이며, 1971년 이화공영 주식회사로 상호가 변경됨.
건축, 토목, 전기, 소방 등 건설관련 면허를 가지고 여러 분야에서 건설업을 영위하고 있음.
최근 건축공사에는 아파트,오피스, 제약시설물 등 을 중심으로 시행하고 있으며 토목공사는 정수처리시설공사, 교량공사, 철도공사 등을 중심으로한 공동도급이행방식으로 시행 중임.
출처 : 에프앤가이드"
일승,환경장비,선박 및 보트 건조업,"기업개요
동사는 분뇨처리장치(STP), 스크러버(Scrubber), LNG재기화설비(LNG RU) 등 선박 장비, 부품 제조 및 소재 판매를 주력 사업으로 영위.
동사는 2020년 7월 기존 현대중공업파워시스템과 HRSG 제작 협력 관련하여 의향서를 체결하며, 본격적인 HRSG 사업 준비를 시작함.
동사의 사업은 환경장비사업, 조선LNG사업, 소재사업으로 구분되고 있음.
출처 : 에프앤가이드"
제노코,"위성탑재체, 위성운용국, 항공전자 등",통신 및 방송 장비 제조업,"기업개요
동사는 위성통신부품 제조를 목적으로 설립되어 군 전술정보통신체계(TICN)사업의 핵심부품인 비접촉식광전케이블을 주력으로 제조함.
국가우주개발사업에 참여하여 X-Band Transmitter (주파수 X대역(8.025~8.4GHz) 송신기) 등의 위성탑재체분야 국산화에 성공함.
위성운용국, 소형무장헬기(LAH)사업 및 대한민국 차세대 전투기(KF-X)사업 등의 항공전자장비를 중점으로 제조ㆍ공급.
출처 : 에프앤가이드"
케이에스피,"선박용엔진밸브,형단조품",일반 목적용 기계 제조업,"기업개요
동사는 2000년 설립되어 엔진부품사업, 형단조사업, 기타사업의 3개 사업부문으로 구성되어 있음.
엔진부품사업부문에서는 엔진밸브류등의 내연기관제조를, 형단조사업부문에서는 금속 단조제품 제조를 영위하며 기타사업부문에서는 특수용접/마찰압접 임가공, 상품 사업을 영위하고 있음.
현대글로벌서비스(주), MAN Energy Solutions 등을 주요 거래처로 두고 안정적인 상호협력관계를 형성하고 있음.
출처 : 에프앤가이드"
현대에버다임,"콘크리트펌프트럭, 중장비개량사업",특수 목적용 기계 제조업,"기업개요
동사는 중고 중장비 등을 유통할 목적으로 1994년 7월 1일에 설립 되었으며, 2021년 3월 사명을 현대에버다임으로 변경함.
동사는 콘크리트 펌프트럭, 어태치먼트, 락드릴, 소방차, 타워크레인, 발전기, 락툴 등의 제조 판매와 중장비 매매 및 파일, 토목공사 등의 사업을 영위하고 있음.
동사는 2022년 12월 31일 기준 304건의 지적재산권을 보유하고 있으며, 국내외 출원 및 등록활동을 활발히 하고 있음.
출처 : 에프앤가이드"
HD현대인프라코어,"굴착기,엔진 제조,도소매",특수 목적용 기계 제조업,"기업개요
동사는 2005년 4월 사명을 두산인프라코어로 변경하였고 건설중장비, 엔진 등을 생산 판매하는 사업을 영위함.
건설기계와 관련하여 북미와 유럽 등 선진 시장에서는 채널 역량과 제품 경쟁력 강화 및 관리체계 효율화를 통해 지속적인 사업 성장을 추진하고 있음.
동사는 2021년 7월 1일을 분할기일로 하여 두산밥캣 지분을 포함한 투자사업부문을 분할하여 두산중공업 주식회사에 흡수합병하는 흡수인적분할합병방식으로 분할하였음.
출처 : 에프앤가이드"
KTcs,전화번호검색 데이타제공/콜센터 운영,기타 정보 서비스업,"기업개요
동사는 2001년 (주)케이티의 114번호안내서비스 사업이 분사하여 설립되어, 현재 KT 컨택센터, 오픈마켓 컨택센터, 114사업, 유통사업 등을 주요사업으로 영위하고 있음.
동사의 매출은 KT고객센터 운영, 컨택센터사업, 114번호안내, 우선번호안내, KT상품위탁판매, 그 외 교육사업, 컨설팅사업 비통신 상품판매 등의 사업분야에서 발생하고 있음.
동사의 연결회사로는 케이티커머스 주식회사가 있음.
출처 : 에프앤가이드"
SIMPAC,"프레스, 합금철",1차 철강 제조업,"기업개요
동사는 프레스사업부, 합금철사업부, Roll사업부를 영위하고 있음.
SIMPAC인더스트리는 사업부문별 경쟁력 강화와 사업집중화를 위해 주물사업 부문을 2017년 12월 21일 물적분할하여 신설회사 SIMPAC주물을 설립하고 설립회사의 주식 100%를 소유함.
또한 2019년 10월 고순도 페로실리콘(FeSi)을 주력으로 생산 할 수 있는 설비를 자산양수도를 통해 인수하여 해당 사업을 운영.
출처 : 에프앤가이드"
SNT에너지,"공냉식 열교환장치,폐열회수장치 제조",일반 목적용 기계 제조업,"기업개요
동사는 2008년 SNT홀딩스로부터 인적분할방식으로 분할설립됨. 동사 및 연결종속회사에서 생산하는 주요 제품으로는 공랭식열교환기와 배열회수보일러, 복수기 및 SCR설비 등이 있음.
본사 및 공장은 창원시 성산구 성산동과 경상남도 함안군 칠북면, 전라남도 군산시 오식도동에 위치하여 있음.
동사는 국내 주요 발전 자회사, 국내주요 건설사 및 해외 고객사와 협력 관계를 유지하며 영업활동을 하고 있음.
출처 : 에프앤가이드"
대원전선,"전선,통신케이블,무선통신장비,합성수지 제조,도매/부동산 매매,임대",절연선 및 케이블 제조업,"기업개요
연결회사는 전력 및 통신케이블을 주력으로 각종 전선류를 제조 및 판매하고 있음.
연결회사의 주요 품목으로는 전력배송전에 사용되는 나선과 전력전선, 전원의 배선용에 사용되는 절연전선, 시내외 통신용으로 사용되는 통신전선 등이 있음.
생산된 주요 제품 등은 전국 도소매 업체를 통한 유통영업과 국내외 건설사 및 산업전력업체를 통한 산업영업판매 경로를 통하여 국내외로 판매되고 있음.
출처 : 에프앤가이드"
동방,"육상운송,해상운송,항만화물하역,보관,창고,물류사업",기타 운송관련 서비스업,"기업개요
동사는 주요 항만 및 물류거점을 통한 네트워크 시스템을 구축하여 초중량물 운송ㆍ설치와 3자물류, 컨테이너터미널, 물류센터 운영 등의 사업을 영위.
최근 주요 항만과 배후부지 및 내륙 거점에 지속적으로 인프라 시설을 확보하고 있음.
최신 하역 설비와 특수장비ㆍ선박 도입을 통해 차별화된 물류 서비스를 제공할 수 있는 기틀을 마련하고 초중량물 선박의 지속적 선단확대로 해상운송사업 경쟁력을 강화함.
출처 : 에프앤가이드"
동양고속,고속버스 운송/부동산 임대,육상 여객 운송업,"기업개요
동사는 1968년 여객자동차 운송사업을 위해 설립되었음.
동사는 고속버스 운송의 주사업과, 고속버스의 기/종착지로 사용되는 터미널운영(마산, 아산, 평택) 및 터미널 내 임대 등의 부가적인 사업을 영위하고 있으며, 자가 보유 고속버스의 정비시설을 운영하고 있음.
자회사인 동양고속미디어와 서광씨에스 주식회사를 통해 출판 및 교육서비스업, 농업 사업을 함께 영위하고 있음.
출처 : 에프앤가이드"
두산,"동박적층판 등 제조 및 판매, 유압기기 등 제조 및 판매, 지게차 제조 및 판매, IT 시스템 개발/운영 서비스 등, 연료전지 등",기타 금융업,"기업개요
전자, 퓨얼셀 파워, 유통, 디지털이노베이션 등의 자체사업을 영위하고 있음.
전자 분야에서는 대부분의 전자제품에 필수적으로 사용되는 인쇄회로기판(PCB)의 핵심소재인 동박적층판을 생산하며, 퓨얼셀 파워는 연료전지 원천기술을 바탕으로 발전용부터 주택용까지 풀 제품 라인업을 구축하고 있음.
연결대상 종속회사에 포함된 회사들이 영위하는 사업으로는 두산에너빌리티, 두산밥캣, 두산퓨얼셀 등이 있음.
출처 : 에프앤가이드"
두산에너빌리티,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",일반 목적용 기계 제조업,"기업개요
동사는 1962년 현대양행으로 설립되었으며 1980년 중화학공업 구조조정의 일환으로 정부에 귀속, 한국중공업으로 변경됨. 2022년 3월 두산중공업에서 두산에너빌리티로 사명 변경함.
발전설비 및 담수설비, 주단조품, 건설(두산중공업), 건설중장비 및 엔진(두산인프라코어), 토목과 건축공사(두산건설) 등의 사업을 영위중임.
17,000톤 프레스 도입으로 발전과 산업 분야의 초대형 단조품 시장 공략을 더욱 가속화할 계획임.
출처 : 에프앤가이드"
롯데렌탈,"렌터카, 카셰어링(그린카), 중고차매매, 일반렌탈(측정기,OA, 리프트 등)",운송장비 임대업,"기업개요
렌탈 사업부문(차량렌탈 및 중고차 매각 등 차량관련 사업과 계측장비, 생활가전 등 일반렌탈 및 소비재렌탈 사업)과 종속회사가 사업을 영위하고 있는 오토리스 및 할부금융부문으로 사업을 구분.
오토리스 및 할부금융부문에서는 연결종속회사 롯데오토리스를 통해 자동차 시설대여업과 자동차 할부금융업 등을 운영하고 있음.
최신형 고소장비 위주의 자산 구성 및 자산 관리 서비스를 런칭하여 건설장비 시장에 대한 렌탈 사업을 지속 추진하고 있음.
출처 : 에프앤가이드"
이엔플러스,소방자동차 제조,일반 목적용 기계 제조업,"기업개요
동사는 1980년 설립되어 소방 차량 제조업 및 2차전지용 전극, 신소재를 제조하고 있음.
동사의 사업부문은 소방부문, 2차전지부문으로 구분됨. 소방차를 주력으로 판매하며 상품으로는 살균기 등이 있음.
신소재 사업에서 동사 방열소재 제품은 갭필러, 갭패드, 갭필링겔로 나뉨. 2차전지 사업부문의 제품은 리튬 이차전지 양극, 음극 전극으로, 집 전체 위에 활 물질, 도전재, 결착재등이 도포되어 있는 형태임.
출처 : 에프앤가이드"
일진홀딩스,"전기산업용기기(개폐기,차단기,배전반),자동화시스템,자동차엔진부품,절연전선,금구류,고압선,저압선 제조,판매/전기공사,가스절연차단기",기타 금융업,"기업개요
동사는 1982년 1월 27일 일진전기공업으로 설립되었으며 1990년 3월 2일 유가증권시장에 상장함.
동사는 타 회사의 주식취득을 위해 실질적인 지배권을 행사하는 것을 목적으로 하며 주 수입원은 자회사 등으로부터 받는 배당수익, 브랜드의 권리를 소유하며 사용자로부터 수취하는 브랜드 로열티 등이 있음.
동사는 일진상표권의 소유주로서 브랜드의 가치제고 및 육성, 보호 활동을 종합적으로 수행해 나가고 있음.
출처 : 에프앤가이드"
자이에스앤디,"부동산 관리, 정보통신 공사, 아파트 AS 및 옵션 제품 공급, 건축물 시공 및 분양",부동산 임대 및 공급업,"기업개요
동사는 지에스 계열에 속해있는 GS건설의 계열사로 2000년 설립되어 2019년 유가증권시장에 상장함.
동사 및 연결회사는 건축사업부문, 주택개발사업부문, Home Improvement사업부문, 부동산운영 사업부문의 4개 사업 부문을 영위하고 있음.
주요 거래처는 LG화학, LG디스플레이, GS건설, 시행사 및 정비사업조합 등이며 건축사업 부문의 매출 비이 약 78%로 가장 높음.
출처 : 에프앤가이드"
팬오션,"해상화물운송(외항,운수보관)",해상 운송업,"기업개요
동사는 해상화물운송을 사업목적으로 1966년 5월 범양전용선주식회사로 설립. 현 최대주주는 하림지주.
주력사업인 벌크화물 운송 서비스를 필두로 비벌크화물 운송 서비스(컨테이너화물 운송 서비스, 탱커선 서비스, LNG운송 서비스)까지 다양한 형태의 해상운송사업과 곡물사업 및 선박 관리업 등을 함께 영위함.
주요 매출처는 포스코, VALE, 현대글로비스 주식회사, SUZANO S.A., 한국남동발전, 한국남부발전, 한국가스공사 등임.
출처 : 에프앤가이드"
한솔홈데코,"PB,MDF,바닥재,강화,재생목재,LPM,제재목 제조,도소매,무역/임업,벌목관련 사업",제재 및 목재 가공업,"기업개요
동사는 1991년 12월 전주임산(주)로 설립되어 2003년 11월 한국거래소에 상장되었으며, 목재사업 부문이 전체 매출의 대부분을 차지함.
가구소재(MDF) 제조회사로 시작해 인테리어 자재 제조ㆍ유통 토탈인테리어 플랫폼 등으로 신사업을 확장해 공간기업으로 도약하고 있음.
동사와 연결회사 사업은 목재 사업부문과 열병합발전 사업부문, 조림 사업으로 구분됨. 목재사업 부문은 보드(MDF), 마루, 인테리어 등의 제품과 상품을 판매함.
출처 : 에프앤가이드"
화천기계,"선반,밀링,연삭기,CNC선반,CNC밀링,머시닝센타 제조,판매/자동차부품(실린더블럭) 제조",특수 목적용 기계 제조업,"기업개요
1975년 설립된 공작기계 전문 기업으로서 범용 공작기계를 생산 판매하고, 화천기공으로부터 공급받는 CNC 공작기계를 내수 판매함.
현대차 및 기아차에 실린더블럭을 가공, 납품 중임. 다각화 일환으로 대형 풍력가공기, 대형 샤프트 가공기 등 대형 가공기계 신제품을 출하중이며, 지속적 시설투자로 성장여력 확대 중임.
동시장은 뿌리 산업에 대한 이해도 증진되고 있으며 제품 성능이 복잡화, 다기능화되면서 부가가치도 높아지고 있음.
출처 : 에프앤가이드"
KBI메탈,"동ROD, 모터코어",1차 비철금속 제조업,"기업개요
동사는 모터와 자성철심 생산, 비철금속 제조 및 판매를 주요사업목적으로 1987년 2월 25일에 설립되어 1994년 12월 코스닥시장에 상장함.
주요 사업부는 전장사업부, 메탈사업부, 전선사업부로 구분할 수 있음.
2009년 7월 29일에는 신재생에너지, 태양광, LED, 하이브리드 등 관련사업의 사업목적을, 2014년 3월 27일에는 스팀사업 관련 사업목적을 추가함.
출처 : 에프앤가이드"
고려신용정보,"채권추심, 신용조사",기타 사업지원 서비스업,"기업개요
동사는 1991년 6월 27일 설립되었으며, 2002년 1월 31일 코스닥 시장에 상장되어 매매가 개시됨.
채권추심업, 신용조사업, 민원대행업을 영위하며, 채권추심업이 주력 사업으로 전체 매출액의 90% 이상을 차지함. 채권추심 사업부문은 상사채권, 민사채권, 금융채권, 통신채권, 렌털채권 등으로 분류됨.
인력의 유지와 채권 물량 확보가 매출 신장의 주요 요인이며, 추심 절차를 거쳐 회수된 수수료가 매출임.
출처 : 에프앤가이드"
국보디자인,인테리어디자인,실내건축 및 건축마무리 공사업,"기업개요
동사는 실내 인테리어디자인 사업을 주 영업목적으로 1983년 8월 1일 설립되었으며, 2002년 9월 5일 코스닥시장에 상장됨.
동사는 인테리어의 기획 및 설계, 시공감리를 전문으로 하는 인테리어디자인 전문회사이며 최근에는 리모델링공사 및 해외사업개발에 주력하고 있음.
IMF 이후 발주심사항목에서 회사 재정건실도 항목의 비중이 높아져 매출이 급상승했고 2012년부터 현재까지 11년동안 1위를 달성하고 있음.
출처 : 에프앤가이드"
